model,batch,seq,gamma,mode,mean_ms,median_ms,std_ms,min_ms,max_ms,n_samples
Qwen2.5-7B,32,4096,3,drafter_decode,8.346721428571428,8.0025,1.1938403606562131,4.625,9.311,140
Qwen2.5-7B,48,256,3,drafter_decode,7.863202127659575,7.864,0.4401937123363709,5.064,8.146,188
Qwen2.5-7B,48,512,3,drafter_decode,8.058579545454545,8.128,0.8262130299016234,5.063,8.69,176
Qwen2.5-7B,48,1024,3,drafter_decode,8.71445238095238,8.658,0.841077287594233,5.481,9.79,168
Qwen2.5-7B,48,2048,3,drafter_decode,9.616666666666667,9.728,1.7475664460788207,5.108,11.878,132
Qwen2.5-7B,48,4096,3,drafter_decode,9.969060344827586,9.679,2.229564852411664,4.518,11.875,116
Qwen2.5-7B,64,256,3,drafter_decode,9.3644375,9.657499999999999,1.3538690954076764,4.522,10.076,176
Qwen2.5-7B,64,512,3,drafter_decode,9.911988372093024,10.056,1.2533099474692622,5.196,10.932,172
Qwen2.5-7B,64,1024,3,drafter_decode,10.656776315789473,10.9025,2.061561393725056,4.83,12.633,152
Qwen2.5-7B,64,2048,3,drafter_decode,12.135465517241379,12.615,3.070014418408386,4.761,16.009,116
Qwen2.5-7B,64,4096,3,drafter_decode,13.770566666666667,15.9635,4.229591555256109,4.61,16.013,60
Qwen2.5-7B,0,0,3,target_decode_sd,9.6855,9.683,0.023173260452512598,9.66,9.716,4
Qwen2.5-7B,1,256,3,target_decode_sd,9.693625,9.687999999999999,0.03307743440272632,9.631,9.767,16
Qwen2.5-7B,1,512,3,target_decode_sd,9.731125,9.7105,0.06715144575261707,9.664,9.942,16
Qwen2.5-7B,1,1024,3,target_decode_sd,9.772375,9.7935,0.05223137626625057,9.679,9.868,16
Qwen2.5-7B,1,2048,3,target_decode_sd,9.912625,9.896,0.10629949827413741,9.773,10.114,16
Qwen2.5-7B,1,4096,3,target_decode_sd,9.9526875,10.038,0.19102799751170857,9.664,10.178,16
Qwen2.5-7B,2,256,3,target_decode_sd,9.687125,9.674,0.03428678073738212,9.639,9.774,16
Qwen2.5-7B,2,512,3,target_decode_sd,9.705187500000001,9.7055,0.0357551278373697,9.656,9.777,16
Qwen2.5-7B,2,1024,3,target_decode_sd,9.759625,9.748000000000001,0.029953018768286557,9.72,9.804,16
Qwen2.5-7B,2,2048,3,target_decode_sd,9.893875,9.827,0.10328399359694283,9.791,10.066,16
Qwen2.5-7B,2,4096,3,target_decode_sd,9.956125,10.004,0.08691518854607613,9.823,10.06,16
Qwen2.5-7B,4,256,3,target_decode_sd,9.85875,9.858,0.035169115238610486,9.814,9.965,16
Qwen2.5-7B,4,512,3,target_decode_sd,9.8856875,9.876999999999999,0.033587137915180164,9.847,9.987,16
Qwen2.5-7B,4,1024,3,target_decode_sd,9.974375,9.9285,0.09246611992147911,9.896,10.159,16
Qwen2.5-7B,4,2048,3,target_decode_sd,10.117875,10.0765,0.07394040393001203,10.05,10.256,16
Qwen2.5-7B,4,4096,3,target_decode_sd,10.1895,10.193000000000001,0.03171540109578766,10.126,10.234,16
Qwen2.5-7B,8,256,3,target_decode_sd,10.1718125,10.163499999999999,0.04304450216539466,10.119,10.234,16
Qwen2.5-7B,8,512,3,target_decode_sd,10.259625,10.229,0.05759036377728461,10.198,10.36,16
Qwen2.5-7B,8,1024,3,target_decode_sd,10.39325,10.364,0.07054691110648748,10.32,10.507,16
Qwen2.5-7B,8,2048,3,target_decode_sd,10.4066875,10.473500000000001,0.1230873504196647,10.202,10.502,16
Qwen2.5-7B,8,4096,3,target_decode_sd,10.256499999999999,10.211500000000001,0.08713437897867864,10.18,10.415,16
Qwen2.5-7B,16,256,3,target_decode_sd,10.4271875,10.4005,0.061552382840417676,10.364,10.536,16
Qwen2.5-7B,16,512,3,target_decode_sd,10.5441875,10.5075,0.0718954970773553,10.474,10.661,16
Qwen2.5-7B,16,1024,3,target_decode_sd,10.5915,10.621500000000001,0.06805487981523926,10.472,10.657,16
Qwen2.5-7B,16,2048,3,target_decode_sd,10.5453125,10.5015,0.07460091040552617,10.459,10.684,16
Qwen2.5-7B,16,4096,3,target_decode_sd,10.67275,10.649000000000001,0.047323707941509766,10.614,10.764,16
Qwen2.5-7B,24,256,3,target_decode_sd,10.7406875,10.7055,0.06403303184034496,10.675,10.84,16
Qwen2.5-7B,24,512,3,target_decode_sd,10.6655,10.827,0.2589442668477782,10.28,10.857,16
Qwen2.5-7B,24,1024,3,target_decode_sd,10.2510625,10.275,0.08798444464790327,10.095,10.379,16
Qwen2.5-7B,24,2048,3,target_decode_sd,10.416875000000001,10.3825,0.3416875522071784,10.092,10.89,16
Qwen2.5-7B,24,4096,3,target_decode_sd,10.8445,10.892,0.21931833788658286,10.029,10.962,16
Qwen2.5-7B,32,256,3,target_decode_sd,11.007625,10.928,0.13049029338102755,10.892,11.202,16
Qwen2.5-7B,32,512,3,target_decode_sd,11.023875,11.19,0.2678845211404844,10.621,11.212,16
Qwen2.5-7B,32,1024,3,target_decode_sd,10.714500000000001,10.649000000000001,0.11375998124706833,10.619,10.919,16
Qwen2.5-7B,32,2048,3,target_decode_sd,10.880875,10.892,0.047849590733185406,10.764,10.933,16
Qwen2.5-7B,32,4096,3,target_decode_sd,10.9399375,10.8905,0.7639881734468583,9.966,11.955,16
Qwen2.5-7B,48,256,3,target_decode_sd,11.491875,11.9015,0.6523342573660634,10.497,11.95,16
Qwen2.5-7B,48,512,3,target_decode_sd,10.8395,10.531500000000001,0.48740004103405654,10.49,11.554,16
Qwen2.5-7B,48,1024,3,target_decode_sd,11.35775,11.527999999999999,0.2735159958759267,10.907,11.565,16
Qwen2.5-7B,48,2048,3,target_decode_sd,10.94175,10.991,0.11014021366724605,10.672,11.027,16
Qwen2.5-7B,48,4096,3,target_decode_sd,10.615375,10.675,0.35412387192431205,10.131,11.077,16
Qwen2.5-7B,64,256,3,target_decode_sd,10.4779375,10.156,0.5006013009371831,10.126,11.205,16
Qwen2.5-7B,64,512,3,target_decode_sd,11.0295,11.1975,0.26303434503248185,10.631,11.211,16
Qwen2.5-7B,64,1024,3,target_decode_sd,10.6623125,10.646,0.11198256932814701,10.393,10.883,16
Qwen2.5-7B,64,2048,3,target_decode_sd,10.857875,10.777,0.36523177572604504,10.147,11.407,16
Qwen2.5-7B,64,4096,3,target_decode_sd,11.186333333333334,11.2735,0.3916197908763815,10.004,11.428,12
Qwen2.5-7B,0,0,3,target_verify,9.193875,9.194,0.009311683349884236,9.172,9.212,48
Qwen2.5-7B,1,256,3,target_verify,9.245239583333333,9.203,0.07138095494332707,9.172,9.424,192
Qwen2.5-7B,1,512,3,target_verify,9.451739583333334,9.356,0.15244593890566813,9.315,9.703,192
Qwen2.5-7B,1,1024,3,target_verify,9.882489583333333,9.682,0.30625614625025216,9.651,10.36,192
Qwen2.5-7B,1,2048,3,target_verify,10.736588541666666,10.341,0.5959012027410489,10.307,11.647,192
Qwen2.5-7B,1,4096,3,target_verify,10.991590425531914,11.61,0.9739852184110601,9.438,11.711,188
Qwen2.5-7B,2,256,3,target_verify,9.51334659090909,9.4725,0.06959350782342295,9.445,9.656,176
Qwen2.5-7B,2,512,3,target_verify,9.717346590909091,9.62,0.15345163701504588,9.592,9.973,176
Qwen2.5-7B,2,1024,3,target_verify,10.146982954545454,9.9485,0.30374198589181983,9.916,10.615,176
Qwen2.5-7B,2,2048,3,target_verify,10.979539772727273,10.601500000000001,0.56892096223134,10.577,11.92,176
Qwen2.5-7B,2,4096,3,target_verify,11.180505681818182,11.813,0.9527563981696721,9.736,11.855,176
Qwen2.5-7B,4,256,3,target_verify,9.832227272727273,9.765,0.11068103229140444,9.731,10.061,176
Qwen2.5-7B,4,512,3,target_verify,10.14534659090909,10.001,0.2238318738690723,9.969,10.497,176
Qwen2.5-7B,4,1024,3,target_verify,10.771147727272727,10.4835,0.43865635205113024,10.456,11.443,176
Qwen2.5-7B,4,2048,3,target_verify,12.009954545454546,11.423,0.8797334454622805,11.399,13.326,176
Qwen2.5-7B,4,4096,3,target_verify,12.375147727272727,13.307500000000001,1.3947183641132732,10.284,13.334,176
Qwen2.5-7B,8,256,3,target_verify,10.491801136363636,10.304,0.2836675925875488,10.279,10.948,176
Qwen2.5-7B,8,512,3,target_verify,11.009590909090909,10.912500000000001,0.15712081876158768,10.868,11.279,176
Qwen2.5-7B,8,1024,3,target_verify,11.451375,11.252500000000001,0.30973549314582216,11.206,11.951,176
Qwen2.5-7B,8,2048,3,target_verify,12.308651162790698,11.912,0.6324354071900512,11.875,13.327,172
Qwen2.5-7B,8,4096,3,target_verify,12.871006097560976,13.278,0.5983998242444956,12.002,13.339,164
Qwen2.5-7B,16,256,3,target_verify,12.137579545454546,12.025,0.17445783586158142,12.001,12.507,176
Qwen2.5-7B,16,512,3,target_verify,12.489522727272726,12.3955,0.15589846345968558,12.348,12.765,176
Qwen2.5-7B,16,1024,3,target_verify,12.915191860465116,12.725999999999999,0.30862769892144754,12.677,13.46,172
Qwen2.5-7B,16,2048,3,target_verify,13.797788461538461,13.402,0.6291845414668447,13.354,14.817,156
Qwen2.5-7B,16,4096,3,target_verify,14.207078947368421,14.773499999999999,0.7778875327408112,13.145,14.84,152
Qwen2.5-7B,24,256,3,target_verify,13.202784090909091,13.174,0.052462002328463264,13.148,13.331,176
Qwen2.5-7B,24,512,3,target_verify,13.379087209302325,13.29,0.15263992127368078,13.239,13.666,172
Qwen2.5-7B,24,1024,3,target_verify,13.808365384615385,13.623,0.3042787365290616,13.564,14.317,156
Qwen2.5-7B,24,2048,3,target_verify,14.681992857142857,14.292,0.6304626883388592,14.256,15.714,140
Qwen2.5-7B,24,4096,3,target_verify,14.958264285714286,15.663,0.9046903330506596,13.798,15.775,140
Qwen2.5-7B,32,256,3,target_verify,13.781528409090908,13.8225,0.07015345864417709,13.641,13.861,176
Qwen2.5-7B,32,512,3,target_verify,13.77493023255814,13.685500000000001,0.15457671239976561,13.634,14.046,172
Qwen2.5-7B,32,1024,3,target_verify,14.207903846153846,14.017,0.3111420125683957,13.959,14.747,156
Qwen2.5-7B,32,2048,3,target_verify,15.052044117647059,14.701,0.6108475819789959,14.647,16.122,136
Qwen2.5-7B,32,4096,3,target_verify,17.147137096774195,16.12,1.189885198634605,16.055,19.422,124
Qwen2.5-7B,48,256,3,target_verify,18.227813953488372,18.383499999999998,0.3319025084656623,17.65,18.803,172
Qwen2.5-7B,48,512,3,target_verify,17.84721875,17.767,0.1574633299379803,17.654,18.12,160
Qwen2.5-7B,48,1024,3,target_verify,18.25424342105263,18.094,0.3077117425655417,17.982,18.808,152
Qwen2.5-7B,48,2048,3,target_verify,19.077706896551724,18.776,0.5851095923692063,18.732,20.223,116
Qwen2.5-7B,48,4096,3,target_verify,20.24961,20.245,0.0633237464833442,20.158,20.371,100
Qwen2.5-7B,64,256,3,target_verify,19.99268125,20.281,0.4610214987261828,19.268,20.351,160
Qwen2.5-7B,64,512,3,target_verify,19.47474358974359,19.3245,0.244587575761133,19.273,19.925,156
Qwen2.5-7B,64,1024,3,target_verify,20.13064705882353,19.8735,0.4672550184723345,19.791,20.955,136
Qwen2.5-7B,64,2048,3,target_verify,21.35524,20.932499999999997,0.8488131597719373,20.85,23.066,100
Qwen2.5-7B,64,4096,3,target_verify,23.0258125,23.0295,0.030345286885614137,22.959,23.077,48
Qwen2.5-7B,0,0,7,drafter_decode,4.320321428571429,4.3195,0.00728800928684086,4.309,4.342,28
Qwen2.5-7B,1,256,7,drafter_decode,4.341553571428571,4.328,0.07834031089710013,4.31,5.055,112
Qwen2.5-7B,1,512,7,drafter_decode,4.344107142857143,4.3405000000000005,0.011008070047815222,4.322,4.373,112
Qwen2.5-7B,1,1024,7,drafter_decode,4.3835625,4.362,0.03885518997879547,4.343,4.477,112
Qwen2.5-7B,1,2048,7,drafter_decode,4.501678571428571,4.439,0.0974449453512976,4.423,4.691,112
Qwen2.5-7B,1,4096,7,drafter_decode,4.5956018518518515,4.641,0.08743488255912155,4.31,4.689,108
Qwen2.5-7B,2,256,7,drafter_decode,4.48665625,4.51,0.07051507164392137,4.314,4.568,96
Qwen2.5-7B,2,512,7,drafter_decode,4.51,4.5295000000000005,0.07409950635534125,4.339,4.678,96
Qwen2.5-7B,2,1024,7,drafter_decode,4.57084375,4.564,0.1047562914201589,4.354,4.732,96
Qwen2.5-7B,2,2048,7,drafter_decode,4.714041666666667,4.714,0.1161987332720761,4.434,4.911,96
Qwen2.5-7B,2,4096,7,drafter_decode,4.721885416666667,4.8375,0.1495994560777944,4.505,4.911,96
Qwen2.5-7B,4,256,7,drafter_decode,4.52553125,4.522,0.01469475604639828,4.501,4.62,96
Qwen2.5-7B,4,512,7,drafter_decode,4.567208333333333,4.535,0.05733519478822325,4.515,4.672,96
Qwen2.5-7B,4,1024,7,drafter_decode,4.690854166666667,4.664,0.06969195062886485,4.567,4.809,96
Qwen2.5-7B,4,2048,7,drafter_decode,4.840572916666667,4.796,0.08022347009141886,4.749,4.986,96
Qwen2.5-7B,4,4096,7,drafter_decode,4.822614583333333,4.951,0.1920798830416612,4.528,5.116,96
Qwen2.5-7B,8,256,7,drafter_decode,4.571739583333334,4.544499999999999,0.045425994133122274,4.53,4.651,96
Qwen2.5-7B,8,512,7,drafter_decode,4.678395833333333,4.638,0.06304726366893611,4.627,4.831,96
Qwen2.5-7B,8,1024,7,drafter_decode,4.8181666666666665,4.774,0.07063839222505247,4.752,4.932,96
Qwen2.5-7B,8,2048,7,drafter_decode,5.05065625,4.934,0.18110449604259446,4.912,5.337,96
Qwen2.5-7B,8,4096,7,drafter_decode,5.205947916666666,5.317,0.1723204096285794,4.938,5.393,96
Qwen2.5-7B,16,256,7,drafter_decode,4.99296875,4.956,0.06307563598778178,4.936,5.213,96
Qwen2.5-7B,16,512,7,drafter_decode,5.120291666666667,5.08,0.06469603691867423,5.065,5.248,96
Qwen2.5-7B,16,1024,7,drafter_decode,5.257,5.214,0.2576980940796957,4.424,5.623,92
Qwen2.5-7B,16,2048,7,drafter_decode,5.5921125,5.607,0.5545448582772833,4.421,6.283,80
Qwen2.5-7B,16,4096,7,drafter_decode,6.22997619047619,6.27,0.3737746236782194,5.312,6.531,84
Qwen2.5-7B,24,256,7,drafter_decode,6.557041666666667,6.52,0.05956790316705214,6.499,6.66,96
Qwen2.5-7B,24,512,7,drafter_decode,6.729885416666667,6.645,0.1288395060197124,6.63,6.938,96
Qwen2.5-7B,24,1024,7,drafter_decode,6.941663043478261,6.923,0.465543479566044,5.228,7.465,92
Qwen2.5-7B,24,2048,7,drafter_decode,7.174526315789474,7.4445,1.1116254342020573,5.042,8.563,76
Qwen2.5-7B,24,4096,7,drafter_decode,7.213305555555555,6.6545000000000005,1.252329993397534,5.043,8.546,72
Qwen2.5-7B,32,256,7,drafter_decode,6.7115,6.644,0.11161418510113079,6.62,7.206,96
Qwen2.5-7B,32,512,7,drafter_decode,6.789391304347826,6.843500000000001,0.6021841191281518,4.349,7.274,92
Qwen2.5-7B,32,1024,7,drafter_decode,7.004123456790124,7.178,1.0480911504100685,4.346,7.929,81
Qwen2.5-7B,32,2048,7,drafter_decode,7.90856,7.908,0.8685260617851372,4.649,9.286,75
Qwen2.5-7B,32,4096,7,drafter_decode,8.126314285714285,7.845,1.1779117919640811,4.65,9.292,70
Qwen2.5-7B,48,256,7,drafter_decode,7.925270833333333,7.846,0.12752299930160516,7.809,8.195,96
Qwen2.5-7B,48,512,7,drafter_decode,8.138021739130435,8.1035,0.41333032258252356,6.663,8.641,92
Qwen2.5-7B,48,1024,7,drafter_decode,8.334447368421053,8.632,1.1918321290599818,5.46,10.197,76
Qwen2.5-7B,48,2048,7,drafter_decode,8.9763,9.694,2.1608476938304104,5.463,11.843,60
Qwen2.5-7B,48,4096,7,drafter_decode,9.876416666666666,9.651,1.759117713096845,6.255,11.873,60
Qwen2.5-7B,64,256,7,drafter_decode,9.45632608695652,9.6435,1.1799535389316256,4.53,10.074,92
Qwen2.5-7B,64,512,7,drafter_decode,9.422207317073171,10.0565,2.0025782562832326,4.351,10.896,82
Qwen2.5-7B,64,1024,7,drafter_decode,10.576960526315789,10.880500000000001,1.542748996138944,7.215,12.593,76
Qwen2.5-7B,64,2048,7,drafter_decode,11.491218181818182,12.573,2.6874227478365262,6.024,15.958,55
Qwen2.5-7B,64,4096,7,drafter_decode,10.938416666666667,11.099499999999999,5.137940848887487,5.057,16.148,24
Qwen2.5-7B,0,0,7,target_decode_sd,9.9145,9.911,0.021748563170932166,9.892,9.944,4
Qwen2.5-7B,1,256,7,target_decode_sd,9.982312499999999,9.986,0.03698777951341954,9.921,10.048,16
Qwen2.5-7B,1,512,7,target_decode_sd,9.9515625,9.9485,0.03221380397697023,9.916,10.04,16
Qwen2.5-7B,1,1024,7,target_decode_sd,10.019375,10.013,0.040759252528311446,9.939,10.077,16
Qwen2.5-7B,1,2048,7,target_decode_sd,10.1148125,10.0555,0.10154422271437523,10.014,10.292,16
Qwen2.5-7B,1,4096,7,target_decode_sd,10.16975,10.263,0.16817312508245794,9.908,10.326,16
Qwen2.5-7B,2,256,7,target_decode_sd,9.946375,9.947,0.01884277049693068,9.911,9.975,16
Qwen2.5-7B,2,512,7,target_decode_sd,9.961625,9.962,0.019690522254797282,9.931,10.019,16
Qwen2.5-7B,2,1024,7,target_decode_sd,10.007875,9.992999999999999,0.04160108171670556,9.962,10.082,16
Qwen2.5-7B,2,2048,7,target_decode_sd,10.145875,10.0855,0.09806723883812236,10.043,10.296,16
Qwen2.5-7B,2,4096,7,target_decode_sd,10.23575,10.274,0.081170191573015,10.09,10.344,16
Qwen2.5-7B,4,256,7,target_decode_sd,10.109875,10.1085,0.013316030439536747,10.093,10.153,16
Qwen2.5-7B,4,512,7,target_decode_sd,10.1353125,10.126000000000001,0.028158406086519344,10.1,10.19,16
Qwen2.5-7B,4,1024,7,target_decode_sd,10.217,10.177,0.08855055053470874,10.128,10.395,16
Qwen2.5-7B,4,2048,7,target_decode_sd,10.3708125,10.3355,0.06762565464871041,10.308,10.482,16
Qwen2.5-7B,4,4096,7,target_decode_sd,10.36725,10.4545,0.15743675979050556,10.119,10.529,16
Qwen2.5-7B,8,256,7,target_decode_sd,10.1595,10.139,0.05300817547007854,10.088,10.235,16
Qwen2.5-7B,8,512,7,target_decode_sd,10.259875,10.237,0.06111832785670773,10.199,10.363,16
Qwen2.5-7B,8,1024,7,target_decode_sd,10.3879375,10.349499999999999,0.07425942701098652,10.32,10.522,16
Qwen2.5-7B,8,2048,7,target_decode_sd,10.6114375,10.5055,0.17550307452197708,10.478,10.886,16
Qwen2.5-7B,8,4096,7,target_decode_sd,10.71525,10.8555,0.22688513981013989,10.373,10.882,16
Qwen2.5-7B,16,256,7,target_decode_sd,10.4275625,10.404,0.05661327141227584,10.364,10.52,16
Qwen2.5-7B,16,512,7,target_decode_sd,10.5514375,10.5185,0.06202684230771932,10.489,10.646,16
